lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
99,2,269.3,7,22,4,2,1,0,6,0
12,1,90.0,6,8,3,1,0,0,0,1
273,0,95.0,5,13,3,2,1,0,0,0
0,1,50.0,3,17,2,1,0,0,0,1
7,0,110.0,10,27,0,3,1,0,3,1
11,2,248.0,9,20,4,2,0,0,5,1
85,0,143.1,8,29,4,3,1,0,3,1
65,3,149.4,9,15,4,5,2,0,3,1
10,2,90.0,8,20,4,2,0,3,0,1
1,1,65.0,2,3,2,1,0,0,0,1
62,2,132.3,10,13,4,3,0,0,3,1
3,1,128.0,8,20,4,1,0,3,0,1
64,1,103.95,9,4,4,2,2,0,0,1
37,0,105.0,10,13,3,3,0,0,0,1
0,1,0.0,9,27,1,0,1,0,0,1
48,1,149.4,8,1,4,1,1,0,3,0
62,0,143.2,11,7,4,1,1,3,0,1
36,0,214.75,8,21,4,0,1,0,6,0
41,0,150.3,6,4,4,1,1,0,3,0
0,0,176.0,5,20,4,1,0,0,3,1
17,1,117.04,10,7,4,2,2,0,0,1
4,1,100.08,7,6,4,1,0,3,0,1
34,0,102.74,10,26,3,4,1,1,1,1
109,4,131.8,7,8,4,2,0,0,0,1
63,1,103.61,10,24,4,4,1,1,3,1
4,1,95.0,9,28,2,2,1,0,0,1
158,1,90.0,11,25,4,2,0,0,0,0
3,1,65.0,4,11,2,0,1,0,0,1
47,0,119.52,9,18,4,2,2,0,3,1
8,0,80.0,2,19,2,1,0,0,0,1
0,0,158.0,6,2,4,1,0,0,0,1
12,1,65.0,6,14,2,2,0,0,0,1
2,1,115.0,9,2,4,1,0,3,3,1
124,0,94.5,8,8,3,1,2,1,0,0
58,1,83.3,3,21,4,3,1,3,0,0
80,2,120.9,11,10,4,3,0,0,0,1
170,0,90.95,7,7,4,3,1,0,0,0
49,1,115.5,9,5,4,2,1,0,3,0
117,1,72.25,7,27,3,4,1,0,0,1
4,0,67.5,1,16,4,1,1,3,0,1
118,0,110.0,6,6,3,3,1,0,0,1
336,0,84.13,9,21,3,6,2,0,0,1
11,1,62.37,12,13,4,1,2,0,0,1
18,1,125.0,8,20,4,1,0,0,0,1
109,2,146.7,7,10,4,0,2,0,3,1
47,1,101.72,10,24,4,1,1,0,3,1
32,0,70.0,10,30,3,2,1,0,3,1
167,0,78.2,10,5,3,2,0,0,0,0
172,0,123.25,5,26,4,3,1,0,3,0
31,0,168.3,8,7,4,0,2,0,3,1
1,2,0.0,1,22,1,1,0,0,3,1
41,1,86.07,1,7,4,4,2,0,0,1
26,1,128.33,11,12,4,1,2,0,3,1
66,1,137.7,4,22,4,2,0,0,3,0
180,0,112.2,8,3,4,5,2,0,3,0
7,0,100.73,12,20,4,4,0,0,0,1
127,0,90.0,4,28,3,3,1,0,0,1
4,0,59.0,1,25,2,0,1,0,0,1
5,2,124.0,8,15,4,1,0,0,0,1
256,1,72.25,8,26,3,2,0,0,0,1
56,0,141.3,6,9,4,1,0,0,3,0
74,0,87.0,9,18,3,2,0,1,0,1
3,0,110.0,5,9,0,10,5,0,3,0
122,0,85.5,7,16,4,2,0,0,0,0
16,0,65.45,9,21,3,1,1,0,0,1
101,0,72.25,7,24,3,3,2,0,0,0
90,0,142.2,8,7,4,2,2,0,3,1
43,0,85.0,10,13,3,1,0,0,0,1
144,0,131.7,8,24,4,3,0,0,3,0
16,1,135.0,10,29,4,1,0,0,0,1
111,0,76.5,8,3,4,4,1,0,0,1
141,0,80.0,9,20,3,0,1,0,0,1
18,1,107.0,10,5,4,2,1,0,0,1
36,1,109.0,10,28,4,2,1,3,0,1
7,0,120.0,12,30,4,2,1,3,0,1
13,0,85.0,9,8,3,5,1,3,3,1
6,0,152.0,4,16,4,1,1,0,3,0
145,0,65.0,1,3,3,1,2,0,0,1
15,0,145.0,10,6,4,1,0,0,0,0
273,0,109.0,7,17,3,2,0,1,0,0
4,1,249.0,9,8,4,3,0,0,5,1
102,0,87.0,10,16,3,2,0,1,0,1
11,1,92.5,12,25,4,1,0,3,0,1
12,0,125.0,7,6,2,1,0,0,4,1
17,1,125.8,12,29,4,3,2,0,3,1
1,0,66.7,1,14,4,1,0,3,0,1
326,1,188.88,12,30,4,2,0,0,5,0
18,0,145.0,10,30,4,1,2,3,4,1
112,0,100.0,6,2,3,2,0,0,0,1
3,1,79.0,11,2,2,2,1,0,0,1
60,0,98.21,12,29,4,5,0,0,0,1
29,0,67.0,4,5,2,3,0,0,0,1
275,0,106.2,10,1,4,1,2,0,0,0
4,2,75.0,9,27,3,1,0,0,0,1
222,1,96.3,8,31,4,3,0,0,0,0
1,0,98.0,8,9,4,0,2,0,0,1
11,0,90.0,6,14,2,3,0,0,3,1
174,0,95.67,9,22,3,3,0,0,0,1
28,1,107.53,10,7,4,3,0,0,0,1
130,0,105.3,5,23,4,1,1,0,0,0
159,0,114.3,8,8,4,2,1,0,0,0
100,0,100.0,9,28,3,4,0,0,0,0
51,0,123.3,3,30,4,3,0,0,3,1
73,1,149.4,6,16,4,3,0,0,3,1
30,2,161.1,8,5,4,1,0,0,0,1
44,0,124.46,8,29,4,5,2,0,3,1
3,1,65.0,10,10,2,3,1,0,0,1
41,1,87.09,4,22,4,5,2,0,3,1
110,0,70.0,12,9,3,4,0,0,0,1
13,0,89.39,12,3,4,4,2,0,0,1
113,1,92.94,7,5,4,5,1,0,3,1
51,0,106.2,4,1,4,2,1,0,3,1
32,0,81.9,3,17,4,2,0,0,0,1
113,0,85.0,6,30,4,3,1,0,0,0
50,0,63.75,12,3,3,2,2,0,0,1
75,1,82.45,4,1,4,3,2,0,0,1
65,1,149.4,9,14,4,4,0,0,3,1
4,2,159.0,9,15,4,1,0,0,0,1
17,0,75.0,1,22,4,3,2,3,0,1
75,1,112.79,10,22,4,2,2,0,3,0
119,1,162.0,9,19,4,0,1,0,3,1
53,0,120.0,10,14,3,1,0,0,0,1
87,0,150.3,8,9,4,4,0,0,3,0
63,0,116.0,9,4,3,2,0,1,0,1
377,1,115.0,10,14,4,2,0,1,0,0
63,0,80.3,3,5,4,1,2,0,0,1
41,2,93.93,11,12,4,2,2,0,0,1
65,1,149.4,9,9,4,2,0,0,3,1
14,0,64.0,12,5,3,1,2,0,0,1
188,0,105.3,8,13,4,1,1,0,0,0
3,1,0.0,8,2,1,0,1,0,0,1
6,1,124.0,3,17,4,2,0,0,3,1
47,1,127.0,10,2,4,0,2,0,0,0
6,2,106.0,2,12,4,2,1,0,3,1
184,1,130.5,10,18,4,4,0,1,0,0
8,1,113.6,11,4,4,5,2,0,0,1
98,0,52.7,12,29,3,3,0,0,0,1
18,0,69.0,2,19,3,2,1,0,0,0
5,1,107.0,3,21,4,4,1,3,0,1
245,0,110.0,7,6,3,4,2,0,0,0
44,1,99.1,6,19,4,0,1,0,0,1
151,0,80.0,1,19,3,3,0,0,0,1
3,0,75.0,12,19,4,1,0,3,0,1
20,0,110.0,5,26,0,1,0,0,3,1
207,0,72.25,8,20,3,6,4,0,0,1
2,0,122.75,6,17,3,3,2,1,3,1
161,0,130.0,3,25,4,2,1,1,0,0
19,2,99.0,5,9,4,1,1,3,0,1
0,0,111.0,6,13,4,1,1,0,0,1
38,0,85.0,3,12,3,1,2,0,0,1
68,0,125.1,9,16,4,1,0,3,0,0
0,2,106.0,8,25,4,2,0,0,0,1
46,2,102.6,12,7,4,3,0,0,0,1
94,0,139.5,7,28,4,1,0,1,0,1
30,2,88.0,12,11,4,0,2,3,0,1
64,2,65.36,1,19,4,2,0,3,0,1
5,2,157.0,4,12,4,3,0,0,3,1
4,1,128.0,3,21,4,2,1,0,0,1
250,0,95.0,9,26,4,3,1,0,0,0
86,0,90.0,9,9,2,3,0,0,0,1
93,0,126.9,5,2,4,0,1,0,0,0
8,0,81.0,2,19,2,1,0,0,0,1
48,1,74.8,11,13,4,5,2,3,0,0
43,0,168.3,7,14,4,1,0,0,3,0
17,0,48.0,10,16,3,2,0,0,0,1
23,0,102.0,1,2,3,1,2,1,0,1
13,0,75.0,3,20,3,0,1,0,0,1
21,1,85.0,10,7,3,1,0,0,0,1
9,0,96.0,12,9,4,3,0,0,0,1
131,2,164.25,8,1,4,1,1,1,0,1
12,0,71.0,1,19,3,2,0,0,0,1
76,0,120.0,10,10,3,0,1,0,0,0
56,0,140.4,5,2,4,2,1,0,3,0
99,0,146.7,7,3,4,2,2,0,3,0
7,0,79.2,11,12,4,1,1,3,0,1
147,1,138.55,7,7,4,3,1,0,3,0
161,0,130.0,3,25,3,2,1,1,0,0
42,0,94.5,4,20,3,2,0,0,0,1
15,2,138.0,9,2,4,2,0,0,0,1
119,0,90.9,4,15,4,2,0,0,0,0
1,0,85.0,9,29,2,2,0,0,0,1
110,1,108.0,10,12,4,1,0,3,0,0
14,0,70.88,12,5,4,3,1,0,3,1
168,0,85.0,4,22,3,2,1,0,0,0
102,2,48.67,1,3,3,1,2,0,3,1
11,0,88.5,10,23,3,2,2,0,0,1
34,1,108.9,5,22,4,0,2,0,0,1
0,0,0.0,11,16,1,0,1,0,4,1
116,0,87.0,2,28,3,1,2,0,0,1
14,0,99.0,11,10,3,1,0,0,0,1
16,2,105.4,12,21,4,1,0,0,0,1
104,0,150.3,8,24,4,4,0,0,3,0
50,2,115.2,3,24,4,1,0,0,0,1
64,1,143.4,8,27,4,1,2,0,3,0
179,0,113.4,9,30,4,2,2,0,0,0
27,0,65.0,10,12,2,1,0,0,0,1
43,0,106.8,3,17,4,3,0,0,3,1
88,1,102.6,11,18,4,2,0,0,3,0
247,0,87.0,6,6,4,1,1,1,0,0
151,0,71.0,1,19,3,2,0,0,0,1
1,0,92.11,6,12,4,3,2,0,0,1
7,2,169.0,7,11,4,0,1,0,0,1
102,0,80.75,5,29,3,1,2,0,0,1
53,1,70.0,3,19,3,3,2,0,0,1
0,0,73.9,1,6,4,1,0,0,0,1
76,0,80.75,4,12,4,4,0,3,0,0
17,0,80.0,12,10,3,1,1,0,0,1
7,0,65.0,12,29,3,3,0,0,0,1
9,0,75.0,7,27,3,3,0,3,0,1
0,0,88.25,1,7,4,1,0,0,1,1
18,0,67.0,10,18,2,2,0,0,0,1
45,2,94.5,10,22,4,3,0,0,0,1
57,1,157.14,6,2,4,2,0,1,3,0
2,1,80.0,1,30,4,1,0,0,0,1
10,1,153.0,8,20,4,1,0,3,5,1
85,0,125.0,9,30,3,3,0,1,0,1
8,2,151.33,9,30,4,3,0,0,0,1
159,0,65.0,4,9,3,1,1,0,0,1
0,0,70.0,2,10,2,1,0,0,0,1
15,0,79.0,2,12,4,2,0,3,0,0
111,1,82.45,4,4,4,3,1,0,0,1
4,1,0.0,2,15,1,1,1,0,0,1
41,1,81.77,11,8,4,2,2,0,0,1
2,0,65.0,3,2,2,1,0,0,0,1
150,1,90.0,6,16,3,3,0,1,0,1
92,1,72.49,3,18,4,2,2,0,3,1
11,1,0.0,12,11,1,2,0,0,1,1
4,1,124.0,9,8,4,4,0,0,0,1
2,1,120.0,10,1,4,1,0,0,0,1
116,0,59.5,3,25,3,2,2,0,0,0
143,1,143.1,9,21,4,4,1,0,3,0
34,1,109.0,10,29,4,1,1,3,0,0
54,1,88.4,11,17,4,3,2,0,0,0
83,0,76.38,3,18,4,5,2,0,0,0
151,0,136.12,8,4,4,5,2,0,0,0
129,0,80.75,5,13,3,2,2,0,0,1
52,0,94.5,4,21,4,2,0,3,0,0
418,0,107.0,9,26,4,2,1,1,0,0
19,2,155.0,9,16,4,1,0,0,5,1
72,1,76.5,7,8,4,5,2,0,0,0
0,0,138.67,10,1,4,3,0,0,0,1
5,1,130.0,8,20,4,1,0,0,0,1
51,0,123.3,4,14,4,2,0,0,3,0
3,1,130.0,2,6,4,1,0,0,3,1
257,0,101.5,7,1,3,2,0,1,0,0
6,1,121.0,6,5,4,0,1,0,0,1
155,0,126.48,9,16,4,4,2,1,0,0
120,3,80.75,6,18,3,3,2,0,0,1
7,0,85.0,6,17,3,2,0,0,0,1
1,1,138.0,5,6,4,2,0,3,0,1
218,0,90.95,10,17,4,4,1,0,0,0
185,0,96.3,8,30,4,1,0,0,0,0
40,1,135.9,7,27,4,2,0,0,0,0
25,1,101.0,4,11,4,0,1,0,0,1
21,1,64.22,2,11,4,3,0,0,3,1
162,1,62.0,3,8,3,5,0,0,3,1
91,1,113.7,10,23,4,4,2,0,3,1
53,0,85.5,9,17,3,1,2,0,0,1
22,2,109.0,5,29,4,0,1,3,0,1
123,0,120.34,10,21,4,5,2,0,3,1
0,1,75.0,12,11,2,1,0,0,0,1
76,1,90.95,5,8,3,2,2,0,3,1
133,1,84.33,3,11,3,2,1,0,0,1
30,0,140.4,5,20,4,2,2,0,3,0
0,0,67.5,1,8,4,1,0,0,0,1
1,0,140.0,10,22,4,1,0,0,0,1
160,0,70.67,12,30,3,3,0,0,0,1
6,0,89.0,4,4,4,0,1,3,0,0
163,0,100.0,6,5,3,2,2,0,0,0
41,1,105.3,4,11,4,3,1,0,0,1
224,0,82.11,12,29,4,3,2,0,0,0
4,1,128.29,2,12,4,5,2,0,3,0
150,2,76.5,8,13,4,3,0,0,0,1
90,0,133.2,8,7,4,2,2,0,3,1
16,0,132.33,6,13,4,2,1,0,0,0
151,0,86.5,1,19,3,2,0,0,0,1
33,4,147.25,9,26,4,1,1,0,3,1
154,0,109.8,8,24,4,2,0,0,0,0
88,0,96.0,5,3,3,3,0,1,0,1
106,1,104.0,12,27,4,2,0,0,0,1
83,0,112.2,9,30,3,1,0,1,0,1
10,2,289.0,9,15,4,3,0,0,6,1
31,1,90.0,10,26,3,2,1,0,3,1
20,2,129.0,9,24,4,1,2,3,0,1
314,0,75.0,10,12,3,3,0,0,0,0
245,0,75.0,6,17,3,2,0,0,0,0
56,0,120.0,6,8,3,1,0,0,0,1
12,0,67.0,10,12,2,1,0,0,0,1
191,0,132.0,6,3,3,2,1,0,0,0
180,0,120.0,10,10,3,2,1,0,0,0
83,0,93.6,3,24,4,3,1,0,3,0
9,1,106.26,5,17,4,1,0,0,0,1
169,0,137.7,8,22,4,1,1,0,0,0
7,0,89.8,11,17,4,1,0,0,0,1
99,1,85.5,4,8,4,2,0,3,1,0
135,0,90.0,9,14,3,2,1,0,0,1
64,0,140.4,5,27,4,2,0,0,3,0
260,0,113.4,9,22,4,3,0,3,0,0
254,0,91.0,9,16,3,2,0,1,0,1
82,0,80.75,5,17,3,2,0,0,0,1
0,0,66.0,1,4,2,2,1,0,0,1
37,1,126.6,3,24,4,3,0,0,0,1
19,1,126.0,6,12,4,0,1,0,3,1
164,0,115.0,10,16,4,0,1,0,0,0
301,1,115.0,7,30,3,1,1,1,0,0
4,0,65.0,12,8,2,2,0,0,0,1
2,1,171.0,8,6,4,1,0,0,0,1
80,0,75.0,9,26,3,2,1,0,0,0
129,0,106.25,5,16,3,3,1,1,0,1
122,0,85.0,4,15,3,2,0,0,0,0
82,1,89.25,9,19,4,4,2,0,0,1
204,0,100.0,5,5,3,3,0,0,0,0
135,1,155.7,8,9,4,3,0,0,3,1
17,0,88.0,12,16,4,2,0,3,0,1
117,2,108.0,10,2,4,0,1,3,0,1
24,1,101.0,11,8,4,0,2,0,0,1
91,0,65.0,9,14,2,3,0,0,0,1
124,1,143.7,8,5,4,2,1,0,3,1
111,1,86.9,9,1,4,3,0,3,0,1
198,0,90.0,9,9,4,2,1,0,0,0
204,0,100.0,5,5,4,3,0,0,0,0
99,1,96.3,4,13,4,2,0,0,0,0
2,0,55.0,3,2,3,1,0,0,0,1
87,1,58.9,7,10,4,7,3,0,0,0
7,1,97.0,5,16,4,0,1,0,0,1
75,0,105.0,10,30,3,0,2,1,0,0
290,1,72.0,6,17,3,2,1,0,0,1
60,0,0.0,9,21,4,1,1,0,0,1
131,0,80.75,6,19,4,3,2,0,0,0
104,1,135.9,5,17,4,3,0,0,0,1
55,0,79.0,7,7,2,1,0,0,0,1
68,0,93.6,11,25,4,2,0,0,0,1
267,0,77.73,12,23,4,7,2,0,0,0
309,0,101.0,5,13,4,2,1,1,0,0
8,1,65.0,7,26,2,1,0,0,0,1
116,0,96.05,9,18,4,2,1,1,0,0
0,0,148.67,8,13,4,3,0,0,0,0
32,1,159.3,3,26,4,1,1,0,3,0
42,1,73.15,10,26,4,4,1,3,0,1
91,0,80.0,9,30,3,2,1,0,0,1
4,1,176.0,5,27,4,1,0,0,3,1
4,0,64.0,1,25,2,0,1,0,0,1
31,1,114.9,5,21,4,1,2,0,0,1
61,0,94.78,4,26,4,4,0,3,0,0
268,0,95.4,10,1,4,1,1,3,0,0
60,1,83.16,3,18,4,2,1,0,3,1
24,1,67.0,8,29,2,1,1,0,0,1
24,1,74.8,2,12,4,2,1,0,0,1
10,2,90.0,8,24,4,2,1,0,0,1
30,1,83.8,11,29,4,4,0,3,0,1
12,0,100.0,10,12,2,3,1,0,0,1
1,1,0.0,6,7,1,1,0,0,0,1
2,3,0.0,10,6,1,1,0,0,0,1
8,1,119.0,9,2,4,1,0,3,0,1
17,0,109.0,12,24,3,3,1,0,5,1
84,0,176.3,10,12,4,2,0,0,3,1
105,0,75.0,10,12,3,3,0,0,0,0
48,0,80.0,9,11,3,1,0,1,0,1
13,2,99.0,8,30,4,3,2,0,0,1
11,1,130.0,11,5,4,1,0,0,0,0
89,3,72.25,7,17,3,2,2,0,0,1
56,1,72.42,8,28,4,2,2,3,0,1
5,0,64.0,2,2,3,3,0,0,0,1
14,2,215.5,3,24,4,1,0,1,0,1
10,0,71.1,2,19,3,1,0,0,0,1
42,0,86.98,3,20,4,2,2,3,0,0
32,0,117.9,5,21,4,1,1,0,0,0
7,1,231.78,10,13,4,2,0,0,6,1
217,1,95.63,7,18,4,1,1,0,1,0
57,1,90.67,6,10,3,2,1,0,0,1
3,0,120.0,9,19,2,1,1,0,0,0
106,0,108.3,5,3,4,3,0,0,0,0
62,2,146.7,7,26,4,4,0,0,3,1
131,1,103.05,10,10,4,1,1,3,0,1
386,1,115.0,10,23,4,0,2,1,0,0
88,1,69.5,1,29,4,2,0,3,0,1
28,1,130.66,7,2,4,3,2,3,0,1
66,1,149.4,9,8,4,3,1,0,3,0
14,2,184.0,9,22,4,1,0,0,3,1
140,0,70.0,12,29,3,5,0,0,0,1
46,1,79.2,11,25,4,2,1,3,0,0
149,0,71.0,1,17,3,3,2,0,0,1
42,0,69.22,3,2,4,3,0,0,3,1
5,0,65.0,1,13,3,1,0,0,0,1
110,1,101.58,5,5,4,3,1,3,0,1
21,1,97.75,12,3,4,5,2,0,3,1
3,0,116.4,10,10,4,1,2,3,0,1
27,0,139.0,9,16,4,2,0,3,0,1
23,0,68.0,3,17,3,4,2,0,0,1
35,0,162.45,3,18,4,2,0,0,5,1
3,0,55.6,12,19,4,0,1,3,0,1
102,0,109.0,10,16,3,2,0,1,0,1
4,1,183.5,8,5,4,1,0,0,3,1
34,1,151.2,10,4,4,3,0,0,3,1
45,0,0.0,11,24,1,3,1,0,0,1
78,0,105.0,4,26,3,4,0,1,0,1
4,0,175.0,8,30,4,2,0,0,3,1
105,0,75.0,10,12,3,3,0,0,0,1
78,2,90.63,11,12,4,5,2,0,0,0
3,0,67.5,1,9,4,1,1,3,0,1
1,1,89.0,4,16,4,1,0,3,0,1
7,0,82.0,2,24,3,3,0,0,0,1
4,2,114.73,5,23,4,0,1,3,0,1
38,1,118.0,12,31,3,3,0,0,0,1
98,2,99.0,11,3,4,3,0,0,0,0
88,1,138.0,5,3,3,3,0,1,0,1
18,0,93.0,8,26,4,3,0,0,0,1
323,0,70.0,5,17,3,4,0,0,0,0
59,0,60.0,11,19,3,3,0,0,3,1
40,0,68.0,11,26,3,2,2,0,0,1
29,0,90.95,4,14,3,3,0,0,3,1
0,0,82.33,2,14,4,1,2,3,0,1
31,3,152.1,7,13,4,2,0,0,0,1
93,0,115.0,10,15,3,1,2,0,0,0
2,0,144.8,11,25,3,2,0,0,5,1
118,0,110.0,6,6,3,1,1,0,0,1
335,1,90.0,10,13,3,3,0,0,0,1
242,0,100.3,9,10,4,2,2,0,0,0
108,0,80.75,9,27,3,3,0,0,0,1
338,0,80.0,10,7,3,2,1,0,0,0
35,1,149.4,9,26,4,1,1,0,3,0
47,2,93.6,12,17,4,2,2,0,0,1
35,0,53.72,3,11,4,2,0,3,0,1
9,0,66.0,1,31,2,0,2,0,0,1
160,0,70.0,12,30,3,3,0,0,0,1
0,2,68.85,7,23,4,1,0,0,3,1
155,1,135.9,9,2,4,2,1,0,0,0
4,0,75.51,11,26,4,2,2,0,3,1
45,2,177.3,4,11,4,2,1,0,5,1
109,0,114.25,12,26,4,3,1,0,0,0
35,0,110.16,9,5,4,3,1,0,0,1
50,0,242.9,8,19,4,2,1,0,5,0
27,0,132.24,6,12,4,6,4,0,3,0
148,0,67.0,12,30,3,4,1,0,0,1
19,0,100.0,6,22,2,2,0,0,0,1
51,1,83.3,3,21,4,3,1,3,1,1
1,0,79.0,11,14,2,1,0,0,0,1
60,0,65.0,9,21,3,1,1,0,0,1
77,1,80.3,2,19,4,2,1,0,0,1
5,0,76.58,11,10,4,4,0,0,3,1
47,2,91.8,11,1,4,4,0,0,0,1
1,0,100.0,10,2,3,2,0,0,0,1
2,1,96.0,1,7,4,3,0,0,0,1
5,0,110.0,5,24,2,2,0,0,0,1
219,0,72.25,8,17,3,3,0,0,0,1
70,0,149.4,9,15,4,2,0,0,3,0
29,0,67.0,4,5,2,3,0,0,0,1
0,1,73.0,11,30,2,1,0,0,0,1
85,1,85.0,10,6,3,3,1,0,0,1
20,0,68.53,9,11,4,0,1,3,0,0
24,1,137.83,11,7,4,2,1,3,0,1
103,0,115.0,4,19,3,2,0,0,0,0
4,0,87.0,2,7,3,0,2,0,0,1
3,1,177.5,9,19,4,1,1,0,3,1
32,0,79.2,12,24,4,1,1,3,0,0
47,0,89.0,5,30,2,3,1,0,0,0
145,0,94.5,8,29,3,1,2,1,0,0
192,2,114.75,8,4,4,3,1,0,0,0
52,2,148.5,10,15,4,3,2,0,3,1
90,1,89.74,3,20,4,5,2,0,3,0
320,0,90.0,8,18,3,2,0,1,0,1
86,0,87.5,9,24,3,2,0,0,0,1
1,0,75.0,3,8,2,3,0,0,3,1
0,1,96.33,8,31,4,2,1,3,0,1
30,1,97.71,5,15,4,3,2,0,0,1
54,1,0.0,11,24,1,1,0,0,0,1
138,1,68.0,7,11,4,6,3,0,0,0
9,0,89.0,6,13,4,0,1,3,0,1
199,0,98.18,12,28,4,4,2,0,3,0
244,2,94.5,12,21,4,2,0,0,0,0
0,0,85.0,2,16,4,1,0,0,0,1
147,0,90.95,4,11,4,5,1,3,0,0
30,0,68.71,11,12,4,2,2,0,0,0
12,0,126.1,10,4,4,1,0,0,0,1
73,0,159.3,4,3,4,1,2,0,5,0
89,1,150.3,8,15,4,1,1,0,3,1
1,2,95.0,11,17,4,3,0,3,0,1
59,1,109.8,8,31,4,4,0,0,0,1
116,0,86.21,4,26,4,10,4,3,0,0
50,0,111.6,12,27,4,1,0,0,0,0
59,1,85.85,3,28,4,3,1,0,0,1
70,0,85.0,10,22,3,1,0,0,0,1
67,1,79.2,11,21,4,1,1,0,0,1
42,1,86.4,10,6,4,1,0,0,0,0
20,1,240.0,8,19,4,1,0,0,5,1
13,0,110.0,9,20,2,3,0,0,3,0
0,1,67.0,12,13,2,1,0,0,0,1
4,1,113.96,8,28,4,3,2,0,3,1
38,1,81.9,3,11,4,5,2,0,0,1
37,1,83.9,3,7,4,2,1,0,0,1
166,1,99.78,9,30,4,2,0,0,0,1
6,0,129.0,5,12,2,1,0,0,0,1
79,0,95.0,6,24,3,2,0,0,0,1
40,2,176.4,10,15,4,1,0,0,3,1
5,0,119.0,3,29,4,1,0,0,0,1
305,0,89.0,11,4,4,2,1,0,0,0
110,0,120.0,10,9,3,0,1,0,0,1
126,1,85.5,7,27,4,2,1,0,0,1
33,3,215.55,10,3,4,1,1,0,5,1
79,1,151.2,10,16,4,2,2,0,3,1
20,1,143.0,5,28,4,1,1,0,3,1
0,2,80.0,8,6,4,1,0,0,0,1
0,1,111.0,6,13,4,1,1,0,0,1
6,0,110.0,5,3,2,1,0,0,3,1
18,0,129.0,6,17,4,2,0,3,0,1
57,1,0.0,6,10,4,2,1,0,0,1
23,0,50.0,12,4,2,2,2,0,0,1
1,0,60.0,2,28,3,1,2,0,0,0
210,0,68.0,7,30,4,3,1,0,1,0
49,0,137.7,6,19,4,3,2,0,3,0
26,0,77.0,11,16,2,3,0,0,0,0
91,1,120.69,8,14,4,0,1,0,0,1
14,0,76.0,11,25,2,1,0,0,0,1
97,2,104.96,7,23,4,1,2,0,3,1
213,0,130.0,6,7,4,3,0,0,0,0
49,0,112.0,11,4,3,2,1,0,0,1
136,0,93.08,7,2,4,2,2,0,0,0
0,0,195.0,8,10,4,1,0,0,3,1
19,0,6.0,11,7,4,1,1,0,3,1
7,1,65.0,9,12,3,2,1,0,4,1
0,0,109.87,4,22,4,1,0,0,0,1
17,2,128.0,9,15,4,2,0,3,0,1
12,2,129.0,9,8,4,1,0,3,0,1
48,1,72.36,10,19,3,3,1,0,1,1
0,0,106.2,4,30,4,1,2,0,0,1
228,2,115.6,10,5,4,4,2,0,3,0
117,1,112.5,8,12,4,2,0,3,0,1
0,1,44.0,1,5,4,2,0,3,0,1
8,0,120.0,11,5,3,1,0,0,0,1
3,0,153.0,8,13,4,1,0,3,5,1
7,1,151.0,6,9,4,3,1,0,3,1
89,2,107.1,6,26,4,3,2,0,0,1
26,1,128.33,3,29,4,3,0,0,0,1
12,0,128.06,3,30,4,15,6,0,3,0
10,1,85.0,9,5,3,1,0,0,0,1
18,0,54.0,1,2,3,1,0,0,0,1
7,1,102.33,6,13,4,2,1,3,0,1
64,0,137.7,7,25,4,0,1,0,3,1
15,0,93.17,5,7,4,1,2,0,0,1
34,1,116.0,12,24,4,1,0,0,0,1
21,0,95.0,4,28,3,1,0,0,0,1
10,1,118.0,8,28,4,0,2,3,0,0
113,0,103.5,7,10,4,0,1,3,0,0
80,1,65.45,11,14,4,1,2,0,3,1
104,1,65.67,4,11,4,5,1,0,0,1
28,0,120.0,11,2,4,1,0,3,0,1
278,1,89.25,12,7,4,4,0,0,0,0
144,1,116.1,9,7,4,5,2,3,0,1
0,0,70.03,4,19,4,3,0,0,3,1
43,0,118.0,12,31,3,3,0,0,0,1
77,1,116.1,5,7,4,1,0,3,0,1
64,1,71.83,3,22,3,4,0,0,0,1
49,1,105.4,12,10,4,6,4,0,0,0
83,1,108.9,7,1,4,3,2,0,0,1
87,0,75.0,12,17,3,1,2,0,0,1
56,0,82.0,9,17,3,2,0,1,0,1
40,1,134.1,9,9,4,2,2,3,0,1
1,0,65.0,3,29,2,1,0,0,0,1
36,0,91.0,10,13,3,3,0,1,0,1
117,1,99.45,5,13,4,2,2,3,0,1
16,0,89.22,4,8,4,3,2,0,3,1
292,0,115.0,7,21,3,2,0,1,0,0
19,0,90.0,6,22,2,2,0,0,0,1
44,0,113.4,10,2,4,0,2,0,0,0
4,1,95.13,8,14,4,6,2,3,0,1
256,0,90.0,6,15,3,2,0,1,0,1
13,1,151.0,8,6,4,1,0,0,0,1
346,1,115.0,9,13,3,2,0,1,0,0
61,0,73.0,10,4,3,0,2,0,0,1
6,1,155.0,5,30,4,2,1,0,3,1
57,0,123.55,8,29,4,8,3,0,3,0
184,2,137.7,8,4,4,3,0,0,3,0
2,0,64.8,11,30,3,0,1,0,0,1
192,0,95.0,6,24,3,2,0,0,0,1
309,0,101.0,5,13,3,2,1,1,0,0
49,0,110.7,9,6,4,3,0,0,0,0
65,0,79.2,11,20,4,0,1,3,0,1
260,1,95.13,10,2,4,4,2,0,0,1
28,0,87.0,3,7,3,3,1,0,0,1
